transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
3-9-2009-19,9,3,هبات,Gifts,هبه,Grant,23/03/2009,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,,,0,1492.64,16000000,10719.26,null,null,1,1,0
2-14-2016-1066,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,04/10/2016,4,فيلا,Villa,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,306,الطوار الرابعة,Al Twar Fourth,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1512.46,3100000,2049.64,null,null,1,1,0
1-11-2022-2594,11,1,مبايعات,Sales,بيع,Sell,14/02/2022,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,10801000,7750.71,null,null,1,1,0
1-11-2004-1508,11,1,مبايعات,Sales,بيع,Sell,06/07/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,338,القوز الاولى,Al Goze First,,,null,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,1006.98,1150000,1142.03,null,null,3,2,0
2-13-2001-352,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16/05/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,359,الطوار الثالثه,Al Twar Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0
2-13-2011-2869,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04/05/2011,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,2277069,1634.01,null,null,1,1,0
2-13-2007-254,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22/02/2007,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,1393.55,1089766,782.01,null,null,1,1,0
2-14-2012-539,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,11/07/2012,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,2520.55,81500000,32334.21,null,null,1,1,0
1-11-2002-108,11,1,مبايعات,Sales,بيع,Sell,16/01/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,382,الوحيده,Al Waheda,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,,,,,0,278.71,300000,1076.39,null,null,1,1,0
1-41-2020-3400,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,22/06/2020,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,,,0,3391.71,32856200,9687.21,null,null,1,1,0
3-9-2020-1527,9,3,هبات,Gifts,هبه,Grant,03/08/2020,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,3908.47,35000000,8954.91,null,null,1,1,0
1-11-2013-18258,11,1,مبايعات,Sales,بيع,Sell,13/06/2013,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,,,0,3830.72,4849040,1265.83,null,null,1,1,0
1-11-2017-14719,11,1,مبايعات,Sales,بيع,Sell,05/12/2017,1,أرض,Land,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,2210.28,24000000,10858.35,null,null,1,2,0
1-11-2008-31,11,1,مبايعات,Sales,بيع,Sell,03/01/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,1865.1,23150000,12412.2,null,null,1,1,0
1-11-2017-10080,11,1,مبايعات,Sales,بيع,Sell,08/08/2017,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,3464.32,12119250,3498.31,null,null,1,1,0
1-11-2007-204,11,1,مبايعات,Sales,بيع,Sell,23/01/2007,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,2334.97,3021700,1294.11,null,null,1,3,0
2-13-2018-4017,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14/05/2018,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,null,,,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,1314.08,23100000,17578.84,null,null,3,1,0
1-11-2001-313,11,1,مبايعات,Sales,بيع,Sell,04/04/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,465000,333.68,null,null,1,1,0
2-13-2001-477,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/06/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,594.58,2100000,3531.9,null,null,1,1,0
1-11-2005-1971,11,1,مبايعات,Sales,بيع,Sell,28/09/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,14000000,10046.28,null,null,1,1,0
2-13-1998-366,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,24/02/1998,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,,,0,1161.29,190000000,163611.16,null,null,1,1,0
2-13-2006-900,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,19/07/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1394.2,750000,537.94,null,null,1,1,0
2-14-2016-417,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,03/05/2016,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,8619.82,18000000,2088.21,null,null,7,1,0
2-13-2022-19083,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,06/12/2022,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,305,القصيص الاولى,Al Qusais First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الاستاد,STADIUM Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,18801.24,38214990,2032.58,null,null,1,1,0
2-13-2021-6230,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,31/05/2021,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,,,null,,,,,برج خليفة,Burj Khalifa,المركز المالي,Financial Centre,مول دبي,Dubai Mall,,,0,929.03,290000000,312153.54,null,null,1,1,0
2-13-1996-172,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,28/08/1996,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,363,القصيص الصناعيه الاولى,Al Qusais Industrial First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,المنطقة الحرة بالمطار,Airport Free Zone,سيتي سنتر مردف,City Centre Mirdif,,,0,2690.75,5351621,1988.9,null,null,1,1,0
2-13-2001-678,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,13/08/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0
2-13-2006-404,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,10/04/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,370,ام سقيم الثالثه,Um Suqaim Third,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,5406.95,11000000,2034.42,null,null,1,1,0
2-13-2001-687,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20/08/2001,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,356,الرقه,Al Rega,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الاتحاد,Union Metro Station,مول دبي,Dubai Mall,,,0,455.22,300000,659.02,null,null,1,1,0
1-11-2016-300,11,1,مبايعات,Sales,بيع,Sell,11/01/2016,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,22.54,364000,16149.07,null,null,2,1,0
1-11-2022-31017,11,1,مبايعات,Sales,بيع,Sell,19/12/2022,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,,,0,46.5,1180000,25376.34,null,null,1,1,0
2-13-2001-754,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,19/09/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1588.18,500000,314.83,null,null,1,1,0
1-11-2008-996,11,1,مبايعات,Sales,بيع,Sell,10/03/2008,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,286.14,3300000,11532.82,null,null,12,1,0
3-9-2001-162,9,3,هبات,Gifts,هبه,Grant,12/02/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,365,الحضيبه,Al Hudaiba,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو الجافلية,Al Jafiliya Metro Station,مول دبي,Dubai Mall,,,0,2009.03,3000000,1493.26,null,null,1,1,0
1-11-2024-20707,11,1,مبايعات,Sales,بيع,Sell,06/06/2024,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,null,,,,,برج خليفة,Burj Khalifa,المركز المالي,Financial Centre,مول دبي,Dubai Mall,,,0,706.06,4410000,6245.93,null,null,31,1,0
2-14-2010-9,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,12/01/2010,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,1982.27,72000000,36321.99,null,null,1,1,0
2-13-2001-799,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,08/10/2001,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,1982.27,19220657,9696.29,null,null,1,1,0
2-14-2022-1011,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,28/09/2022,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,240,بور سعيد,Port Saeed,,,null,,,,,مطار دبي الدولي,Dubai International Airport,ديرة سيتي سنتر,Deira City Centre,مول دبي,Dubai Mall,,,0,3334.29,52450000,15730.49,null,null,1,1,0
2-13-2001-1006,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,12/12/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1096.26,500000,456.1,null,null,1,1,0
2-13-2001-1042,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17/12/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1131.09,500000,442.05,null,null,1,1,0
1-11-2000-550,11,1,مبايعات,Sales,بيع,Sell,24/07/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,202500,290.63,null,null,1,1,0
1-11-2011-8985,11,1,مبايعات,Sales,بيع,Sell,31/05/2011,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,359,الطوار الثالثه,Al Twar Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1376.36,1950000,1416.78,null,null,7,1,0
1-11-2019-621,11,1,مبايعات,Sales,بيع,Sell,23/01/2019,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,162.58,454899,2798,null,null,1,5,0
1-11-2001-1283,11,1,مبايعات,Sales,بيع,Sell,24/12/2001,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,825000,592.01,null,null,1,1,0
1-11-2003-1943,11,1,مبايعات,Sales,بيع,Sell,29/12/2003,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,885000,635.07,null,null,1,1,0
1-11-2023-31493,11,1,مبايعات,Sales,بيع,Sell,02/10/2023,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,318,جميرا الثالثه,Jumeirah Third,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,3716.12,27000000,7265.64,null,null,1,1,0
2-14-2005-229,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,03/10/2005,2,مبنى,Building,null,,,مليون,Other,1,العقارات القائمة,Existing Properties,305,القصيص الاولى,Al Qusais First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو النهضة,Al Nahda Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,22296.72,45000000,2018.23,null,null,1,1,0
1-11-2016-2318,11,1,مبايعات,Sales,بيع,Sell,29/02/2016,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,2787.09,18000000,6458.35,null,null,1,1,0
2-13-2005-1156,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,12/12/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,299,الورقاء الرابعه,Al Warqa Fourth,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1114.84,750000,672.74,null,null,1,1,0
2-13-2002-661,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03/07/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1083.16,1554000,1434.69,null,null,1,1,0
2-13-2007-2210,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,28/11/2007,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1463.22,750000,512.57,null,null,1,1,0
1-11-2019-8000,11,1,مبايعات,Sales,بيع,Sell,04/09/2019,3,وحدة,Unit,42,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,برج لطيفه,LATIFA TOWER,614,لطيفة تاور,LATIFA TOWER,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,130.13,1505764,11571.23,null,null,1,1,0
1-11-2022-27702,11,1,مبايعات,Sales,بيع,Sell,07/11/2022,3,وحدة,Unit,42,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,برج لطيفه,LATIFA TOWER,614,لطيفة تاور,LATIFA TOWER,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,268.94,3761000,13984.53,null,null,1,1,0
1-11-2012-7375,11,1,مبايعات,Sales,بيع,Sell,24/04/2012,3,وحدة,Unit,23,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,برج لطيفه,LATIFA TOWER,614,لطيفة تاور,LATIFA TOWER,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,محل,Shop,1,573.48,27778005,48437.62,null,null,1,1,0
2-13-2010-3812,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15/07/2010,3,وحدة,Unit,60,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,255,رقه البطين,Rega Al Buteen,اعمار تاور 1,EMAAR TOWER 1,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,168.34,2000000,11880.72,null,null,1,1,0
1-11-2010-6451,11,1,مبايعات,Sales,بيع,Sell,06/05/2010,3,وحدة,Unit,60,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,255,رقه البطين,Rega Al Buteen,اعمار تاور 1,EMAAR TOWER 1,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,142.05,1384800,9748.68,null,null,1,2,0
1-11-2005-1589,11,1,مبايعات,Sales,بيع,Sell,04/07/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,1125000,1614.59,null,null,1,1,0
2-13-2002-203,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/03/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1090.87,500000,458.35,null,null,1,1,0
1-11-2022-4932,11,1,مبايعات,Sales,بيع,Sell,11/03/2022,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,696.78,1750000,2511.55,null,null,1,1,0
2-13-2002-209,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/03/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1123.75,500000,444.94,null,null,1,1,0
1-4-2002-6,4,1,مبايعات,Sales,إضافة أرض بالبيع,Adding Land By Sell,05/08/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,303,ام سقيم الاولى,Um Suqaim First,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,691.85,893640,1291.67,null,null,1,0,0
2-14-2002-30,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,06/02/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,518.86,500000,963.65,null,null,1,1,0
1-11-2003-1359,11,1,مبايعات,Sales,بيع,Sell,17/09/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,750000,538.19,null,null,1,1,0
1-11-2003-321,11,1,مبايعات,Sales,بيع,Sell,11/03/2003,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,68.66,330000,4806.29,null,null,1,1,0
2-13-2006-671,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05/06/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,4637.07,3475640,749.53,null,null,1,1,0
